Name,Opp,Tournament,ScoreFor,ScoreAgainst,Source
Hubert Wee,Nigel Richards,19.12.2004 Causeway Challenge,342,451,WESPA
Hubert Wee,Nigel Richards,10.12.2006 5th Causeway Challenge,410,415,WESPA
Hubert Wee,Nigel Richards,24.08.2007 Penang,419,473,WESPA
Hubert Wee,Nigel Richards,11.11.2007 9th World Scrabble Championships,432,408,WESPA
Hubert Wee,Nigel Richards,11.11.2007 9th World Scrabble Championships,411,399,WESPA
Hubert Wee,Nigel Richards,29.11.2007 Causeway Challenge Premier,398,375,WESPA
Hubert Wee,Nigel Richards,29.06.2008 23rd Brands Kings Cup,379,541,WESPA
Hubert Wee,Nigel Richards,30.11.2009 Causeway Challenge,414,445,WESPA
Hubert Wee,Nigel Richards,11.06.2010 ICT Penang Open,455,485,WESPA
Hubert Wee,Nigel Richards,20.06.2010 25th BRAND's Thailand International Crossword Game King's Cup,391,402,WESPA
Hubert Wee,Nigel Richards,15.10.2011 2011 World Scrabble Championship,444,390,WESPA
Hubert Wee,Nigel Richards,30.11.2011 CAUSEWAY 2011,549,390,WESPA
Hubert Wee,Nigel Richards,30.11.2011 CAUSEWAY 2011,411,409,WESPA
Hubert Wee,Nigel Richards,30.11.2011 CAUSEWAY 2011,483,404,WESPA
Hubert Wee,Nigel Richards,30.11.2011 CAUSEWAY 2011,324,463,WESPA
Hubert Wee,Nigel Richards,30.11.2011 CAUSEWAY 2011,442,403,WESPA
Hubert Wee,Nigel Richards,24.06.2012 27th BRANDS Thailand International Crossword Game King's Cup,426,457,WESPA
Hubert Wee,Nigel Richards,16.12.2012 PESTA PULAU PINANG,515,418,WESPA
Hubert Wee,Nigel Richards,16.12.2012 PESTA PULAU PINANG,344,549,WESPA
Hubert Wee,Nigel Richards,20.01.2013  iGATE International 2013,399,413,WESPA
Hubert Wee,Nigel Richards,20.01.2013  iGATE International 2013,337,463,WESPA
Hubert Wee,Nigel Richards,05.07.2013 PENANG INTERNATIONAL,372,368,WESPA
Hubert Wee,Nigel Richards,05.07.2013 PENANG INTERNATIONAL,364,517,WESPA
Hubert Wee,Nigel Richards,05.07.2013 PENANG INTERNATIONAL,480,408,WESPA
Hubert Wee,Nigel Richards,05.07.2013 PENANG INTERNATIONAL,469,379,WESPA
Hubert Wee,Nigel Richards,05.07.2013 PENANG INTERNATIONAL,450,470,WESPA
Hubert Wee,Nigel Richards,05.07.2013 PENANG INTERNATIONAL,416,629,WESPA
Hubert Wee,Nigel Richards,14.07.2013 28th BRAND's Thailand International Crossword Game King's Cup,411,469,WESPA
Hubert Wee,Nigel Richards,14.07.2013 28th BRAND's Thailand International Crossword Game King's Cup,333,459,WESPA
Hubert Wee,Nigel Richards,07.12.2013 Scrabble Champions Tournament Main Event (WSC),450,399,WESPA
Hubert Wee,Nigel Richards,12.01.2014 iGATE International,379,433,WESPA
Hubert Wee,Nigel Richards,12.01.2014 iGATE International,366,497,WESPA
Hubert Wee,Aaron Chong,19.12.2004 Causeway Challenge,407,514,WESPA
Hubert Wee,Aaron Chong,18.12.2005 4th Causeway Challenge,482,484,WESPA
Hubert Wee,Aaron Chong,10.12.2006 5th Causeway Challenge,377,382,WESPA
Hubert Wee,Aaron Chong,24.08.2007 Penang,444,481,WESPA
Hubert Wee,Vannitha Balasingam,10.12.2006 5th Causeway Challenge,450,440,WESPA
Hubert Wee,Vannitha Balasingam,24.08.2007 Penang,386,471,WESPA
Hubert Wee,Vannitha Balasingam,24.08.2007 Penang,407,395,WESPA
Hubert Wee,Vannitha Balasingam,24.08.2007 Penang,380,391,WESPA
Hubert Wee,Vannitha Balasingam,29.11.2007 Causeway Challenge Premier,595,305,WESPA
Hubert Wee,Vannitha Balasingam,30.11.2011 CAUSEWAY 2011,387,374,WESPA
Hubert Wee,Vannitha Balasingam,24.06.2012 27th BRANDS Thailand International Crossword Game King's Cup,490,353,WESPA
Hubert Wee,Yeo Kian Hung,28.06.2004 19th Brand's Kings Cup 2004,471,330,WESPA
Hubert Wee,Yeo Kian Hung,19.12.2004 Causeway Challenge,452,421,WESPA
Hubert Wee,Yeo Kian Hung,18.12.2005 4th Causeway Challenge,424,426,WESPA
Hubert Wee,Yeo Kian Hung,25.06.2006 ICT Penang Open,434,392,WESPA
Hubert Wee,Yeo Kian Hung,25.06.2006 ICT Penang Open,387,369,WESPA
Hubert Wee,Yeo Kian Hung,29.11.2007 Causeway Challenge Premier,396,385,WESPA
Hubert Wee,Yeo Kian Hung,11.06.2010 ICT Penang Open,375,383,WESPA
Hubert Wee,Yeo Kian Hung,11.06.2010 ICT Penang Open,423,420,WESPA
Hubert Wee,Yeo Kian Hung,24.06.2012 27th BRANDS Thailand International Crossword Game King's Cup,410,381,WESPA
Hubert Wee,Yeo Kian Hung,16.12.2012 PESTA PULAU PINANG,502,387,WESPA
Hubert Wee,Yeo Kian Hung,16.12.2012 PESTA PULAU PINANG,480,517,WESPA
Hubert Wee,Yeo Kian Hung,20.01.2013  iGATE International 2013,357,375,WESPA
Hubert Wee,Yeo Kian Hung,05.07.2013 PENANG INTERNATIONAL,420,353,WESPA
Hubert Wee,William Kang,29.11.2009 World Scrabble Championship,453,375,WESPA
Hubert Wee,Martin Teo,14.07.2013 28th BRAND's Thailand International Crossword Game King's Cup,460,394,WESPA
Hubert Wee,Jocelyn Lor,19.12.2004 Causeway Challenge,473,374,WESPA
Hubert Wee,Jocelyn Lor,18.12.2005 4th Causeway Challenge,430,314,WESPA
Hubert Wee,Jocelyn Lor,25.06.2006 ICT Penang Open,467,382,WESPA
Hubert Wee,Jocelyn Lor,10.12.2006 5th Causeway Challenge,544,349,WESPA
Hubert Wee,Jocelyn Lor,24.08.2007 Penang,422,382,WESPA
Hubert Wee,Jocelyn Lor,28.06.2009 Kings Cup,451,407,WESPA
Hubert Wee,Jocelyn Lor,11.06.2010 ICT Penang Open,399,301,WESPA
Hubert Wee,Jocelyn Lor,05.07.2013 PENANG INTERNATIONAL,381,384,WESPA
Hubert Wee,Tan Jin Chor,19.12.2004 Causeway Challenge,427,463,WESPA
Hubert Wee,Tan Jin Chor,18.12.2005 4th Causeway Challenge,481,464,WESPA
Hubert Wee,Tan Jin Chor,25.06.2006 ICT Penang Open,342,439,WESPA
Hubert Wee,Tan Jin Chor,24.08.2007 Penang,436,414,WESPA
Hubert Wee,Tan Jin Chor,24.06.2012 27th BRANDS Thailand International Crossword Game King's Cup,425,339,WESPA
Hubert Wee,Tan Jin Chor,16.12.2012 PESTA PULAU PINANG,482,319,WESPA
Hubert Wee,Alex Tan,28.06.2004 19th Brand's Kings Cup 2004,393,374,WESPA
Hubert Wee,Alex Tan,19.12.2004 Causeway Challenge,359,534,WESPA
Hubert Wee,Alex Tan,26.06.2005 20th Brand's Kings Cup 2005,425,471,WESPA
Hubert Wee,Alex Tan,26.06.2005 20th Brand's Kings Cup 2005,391,424,WESPA
Marlon Prudencio,Nigel Richards,02.07.2006 Kings Cup,383,494,WESPA
Marlon Prudencio,Nigel Richards,10.12.2006 5th Causeway Challenge,475,433,WESPA
Marlon Prudencio,Nigel Richards,29.11.2007 Causeway Challenge Premier,328,643,WESPA
Marlon Prudencio,Nigel Richards,29.06.2008 23rd Brands Kings Cup,405,549,WESPA
Marlon Prudencio,Nigel Richards,29.06.2008 23rd Brands Kings Cup,275,389,WESPA
Marlon Prudencio,Nigel Richards,30.11.2008 Causeway Challenge (Premier),475,368,WESPA
Marlon Prudencio,Nigel Richards,19.06.2009 Penang,430,394,WESPA
Marlon Prudencio,Nigel Richards,20.09.2009 Baguio Centennial International Word Builders Tournament,330,474,WESPA
Marlon Prudencio,Nigel Richards,20.09.2009 Baguio Centennial International Word Builders Tournament,331,509,WESPA
Marlon Prudencio,Nigel Richards,30.11.2009 Causeway Challenge,564,463,WESPA
Marlon Prudencio,Nigel Richards,11.06.2010 ICT Penang Open,362,517,WESPA
Marlon Prudencio,Nigel Richards,11.06.2010 ICT Penang Open,391,487,WESPA
Marlon Prudencio,Nigel Richards,11.06.2010 ICT Penang Open,380,510,WESPA
Marlon Prudencio,Nigel Richards,11.06.2010 ICT Penang Open,424,429,WESPA
