Name,Date,Tournament,Division,TotalDivs,Placement,Players,Wins,Margin,GamesFirst,GamesLast,Rating,Norm
Shim Yen Nee,27 May 2007,10th Singapore Open Scrabble Championship,1 of,3,2nd of,18,11,+545,596 -,611,1845,
Shim Yen Nee,1 Jul 2007,Jurong Green CC mini tournament,1 of,2,7th of,8,3,-192,612 -,619,1835,
Shim Yen Nee,22 Jul 2007,Singapore National Scrabble Championship 2007,1 of,3,17th of,24,7,-10,620 -,635,1804,
Shim Yen Nee,5 Aug 2007,Jurong Green CC mini tournament,1 of,2,3rd of,8,5,+339,636 -,643,1834,
Shim Yen Nee,9 Sep 2007,Charity Tournament - Words With A Difference,1 of,2,10th of,20,9,+174,,,,
Shim Yen Nee,16 Sep 2007,Grandeur 8 mini tournament,1 of,2,8th of,8,2,-517,644 -,651,1810,
Shim Yen Nee,7 Oct 2007,The Serangoon mini tournament,1 of,2,8th of,8,2,-844,652 -,659,1788,
Shim Yen Nee,28 Oct 2007,Jurong Green CC mini tournament,1 of,2,4th of,8,4,+35,660 -,667,1801,
Shim Yen Nee,25 Nov 2007,Yew Tee Scrabble Open Championship 2007,1 of,4,14th of,16,3,-318,668 -,675,1793,
Shim Yen Nee,2 Dec 2007,6th Causeway Scrabble Challenge,2 of,2,4th of,78,15,+906,,,,
Shim Yen Nee,16 Dec 2007,Jurong Green CC mini tournament,2 of,3,3rd of,6,5,+45,676 -,683,1810,
Shim Yen Nee,15 Jan 2006,7th SA Millennium Cup,1 of,2,9th of,10,5,-356,434 -,451,1700,
Shim Yen Nee,12 Mar 2006,6th NTU Open Scrabble Championship,1 of,2,4th of,14,5,+72,452 -,458,1732,
Shim Yen Nee,19 Mar 2006,4th Lim Boon Heng Cup,1 of,3,5th of,22,10,-197,459 -,473,1791,
Shim Yen Nee,23 Apr 2006,Jurong Green CC mini tournament,1 of,3,8th of,8,2�,-250,474 -,481,1776,
Shim Yen Nee,28 May 2006,9th Singapore Open Scrabble Championship,1 of,3,21st of,22,5,-246,482 -,496,1679,
Shim Yen Nee,23 Jul 2006,Singapore National Scrabble Championship 2006,1 of,3,11th of,26,8,+344,497 -,512,1730,
Shim Yen Nee,27 Aug 2006,Grandeur 8 mini tournament,1 of,2,11th of,12,3,-557,513 -,523,1714,
Shim Yen Nee,17 Sep 2006,Jurong Green CC mini tournament,2 of,3,6th of,8,3,-169,524 -,531,1682,
Shim Yen Nee,15 Oct 2006,Jurong Green CC mini tournament,2 of,3,4th of,10,6,+231,532 -,540,1711,
Shim Yen Nee,19 Nov 2006,The Serangoon mini tournament,1 of,4,2nd of,6,5,+181,541 -,548,1759,
Shim Yen Nee,3 Dec 2006,Jurong Green CC mini tournament,2 of,3,1st of,8,7,+559,549 -,556,1791,
Shim Yen Nee,10 Dec 2006,5th Causeway Scrabble Challenge,2 of,2,29th of,66,10,+622,,,,
Shim Yen Nee,17 Dec 2006,Yew Tee Scrabble Open Championship 2006,1 of,3,14th of,16,3,-477,557 -,564,1770,
Shim Yen Nee,30 Jan 2005,6th SA Millennium Cup,1 of,2,5th of,8,8,-282,355 -,370,1791,
Shim Yen Nee,27 Feb 2005,Jurong Green CC unrated mini tournament,1 of,3,4th of,8,4,-145,,,,
Shim Yen Nee,6 Mar 2005,5th NTU Open Scrabble Championship,1 of,2,4th of,10,4,+160,371 -,378,1795,
Shim Yen Nee,12 Mar 2005,SAFRA Open,1 of,2,7th of,28,3,+222,,,,
Shim Yen Nee,20 Mar 2005,Jurong Green CC unrated mini tournament,1 of,3,3rd of,6,4,-77,,,,
Shim Yen Nee,30 Apr 2005,SAFRA mini tournament,1 of,2,6th of,10,5,+12,379 -,386,1804,NM
Shim Yen Nee,15 May 2005,Teck Ghee Zone B Residents' Committee mini tournament,1 of,1,3rd of,16,5,+454,387 -,394,1779,
Shim Yen Nee,5 Jun 2005,Teck Ghee Zone B Residents' Committee mini tournament,1 of,2,1st of,10,7,+558,395 -,402,1816,
Shim Yen Nee,3 Jul 2005,Jurong Green CC unrated mini tournament,1 of,3,5th of,8,4,-258,,,,
Shim Yen Nee,24 Jul 2005,Singapore National Scrabble Championship 2005,1 of,3,6th of,20,9,+399,403 -,417,1821,
Shim Yen Nee,4 Sep 2005,Jurong Green CC unrated mini tournament,1 of,3,4th of,6,3,-182,,,,
Shim Yen Nee,30 Oct 2005,8th Singapore Open Scrabble Championship,1 of,3,19th of,20,4,-371,418 -,433,1727,
Shim Yen Nee,4 Dec 2005,Jurong Green CC unrated mini tournament,1 of,3,6th of,10,4,-68,,,,
Shim Yen Nee,18 Dec 2005,4th Causeway Scrabble Challenge,2 of,2,1st of,46,15,+1102,,,,
Shim Yen Nee,8 Feb 2004,5th SA Millennium Cup,1 of,2,6th of,10,9,-405,249 -,266,1804,*
Shim Yen Nee,15 Feb 2004,Jurong Green CC mini tournament,1 of,3,6th of,8,3,+2,267 -,274,1769,
Shim Yen Nee,14 Mar 2004,4th NTU Open Scrabble Championship,1 of,2,7th of,14,4,+250,275 -,282,1759,
Shim Yen Nee,2 May 2004,Jurong Green CC mini tournament,1 of,3,4th of,8,4,+50,283 -,290,1776,
Shim Yen Nee,6 Jun 2004,7th Singapore Open Scrabble Championship,1 of,3,12th of,20,7�,+188,291 -,306,1739,
Shim Yen Nee,18 Jul 2004,Singapore National Scrabble Championship 2004,1 of,3,9th of,16,8,-391,307 -,322,1759,
Shim Yen Nee,12 Sep 2004,Kg Kembangan CC mini tournament,1 of,2,7th of,12,4,-225,323 -,330,1761,
Shim Yen Nee,24 Oct 2004,Kg Kembangan CC mini tournament,1 of,1,8th of,18,4,+464,331 -,338,1757,
Shim Yen Nee,21 Nov 2004,3rd Lim Boon Heng Cup,1 of,3,9th of,16,8,-6,339 -,354,1771,
Shim Yen Nee,19 Dec 2004,3rd Causeway Scrabble Challenge,1 of,2,28th of,30,9,-1652,,,,
Shim Yen Nee,23 Feb 2003,3rd NTU Open Scrabble Championship,1 of,2,6th of,12,4,+186,114 -,121,1652,*
Shim Yen Nee,2 Mar 2003,Jurong Green CC mini tournament,1 of,3,9th of,10,3,-856,122 -,130,1657,M
Shim Yen Nee,16 Mar 2003,2nd Temasek Open,1 of,3,17th of,18,5,-625,131 -,146,1633,
Shim Yen Nee,13 Apr 2003,Jurong Green CC mini tournament,2 of,3,1st of,8,7,+285,147 -,155,1697,
Shim Yen Nee,15 Jun 2003,6th Singapore Open Scrabble Championship,1 of,3,20th of,24,6,-337,156 -,171,1679,
Shim Yen Nee,20 Jul 2003,Singapore National Scrabble Championship 2003,1 of,1,10th of,16,9,-572,172 -,189,1715,*
Shim Yen Nee,17 Aug 2003,Jurong Green CC mini tournament,1 of,1,4th of,14,5,+35,190 -,197,1735,*
Shim Yen Nee,7 Sep 2003,2nd Harmony Cup,1 of,3,15th of,18,5,-1099,198 -,214,1662,
Shim Yen Nee,27 Sep 2003,Aljunied-Kembangan Scrabble Tournament,1 of,2,10th of,24,4,-96,,,,
Shim Yen Nee,5 Oct 2003,Jurong Green CC mini tournament,1 of,2,4th of,8,5,+35,215 -,223,1691,
Shim Yen Nee,23 Nov 2003,2nd Lim Boon Heng Cup,1 of,3,4th of,22,11,-116,224 -,239,1842,SM*
Shim Yen Nee,14 Dec 2003,2nd Causeway Scrabble Challenge,1 of,2,16th of,20,8,-800,,,,
Shim Yen Nee,28 Dec 2003,Jurong Green CC mini tournament,1 of,3,9th of,10,2,-884,240 -,248,1790,
Shim Yen Nee,28 Apr 2002,8th Jurong Green CC - St John's Institution Annual Friendly,1 of,1,21st of,22,5�,-808,1 -,12,1383,
Shim Yen Nee,12 May 2002,Jurong Green CC mini tournament,3 of,3,5th of,6,3,-67,13 -,20,1381,
Shim Yen Nee,19 May 2002,Teck Ghee Zone B Residents' Committee mini tournament,2 of,2,5th of,12,4,+148,21 -,27,1396,
Shim Yen Nee,2 Jun 2002,5th Singapore Open Scrabble Championship,2 of,4,20th of,32,7,+176,28 -,43,1414,
Shim Yen Nee,21 Jul 2002,Singapore National Scrabble Championship 2002,2 of,2,9th of,32,7,+186,44 -,55,1456,
Shim Yen Nee,18 Aug 2002,Jurong Green CC mini tournament,2 of,2,4th of,9,5,+275,56 -,63,1480,
Shim Yen Nee,8 Sep 2002,1st Harmony Cup,2 of,2,3rd of,12,6,+309,64 -,72,1516,
Shim Yen Nee,29 Sep 2002,Jurong Green CC mini tournament,3 of,3,1st of,10,6,+491,73 -,80,1538,
Shim Yen Nee,13 Oct 2002,Jurong Green CC mini tournament,2 of,2,4th of,9,5,+233,81 -,88,1562,
Shim Yen Nee,10 Nov 2002,Jurong Green CC mini tournament,1 of,1,9th of,14,4,-55,89 -,97,1578,
Shim Yen Nee,1 Dec 2002,1st Lim Boon Heng Cup,1 of,3,16th of,24,7,-350,98 -,113,1615,*
Victor Chua,22 Feb 2014,WYSC Scrabble Benefit Tournament,1 of,2,5th of,8,5,-106,807 -,815,1879,
Victor Chua,5 Apr 2014,WYSC Scrabble Benefit Tournament,1 of,2,5th of,10,6,+228,816 -,824,1873,
Victor Chua,17 Mar 2013,NTU WGS Scrabble Mini 2013,1 of,2,10th of,10,3,-396,762 -,770,1841,
Victor Chua,2 Jun 2013,Bishan Heights RC mini tournament,1 of,3,4th of,10,5,+26,771 -,779,1861,
Victor Chua,23 Jun 2013,EM23JUNE,1 of,2,2nd of,10,7,+587,780 -,788,1909,GM
Victor Chua,8 Sep 2013,Grandeur 8 mini tournament,1 of,2,8th of,12,4,+39,789 -,798,1895,
Victor Chua,16 Nov 2013,WYSC Scrabble Benefit Tournament,1 of,2,5th of,14,5,+64,799 -,806,1891,
Victor Chua,23 Jan 2011,12th SA Millennium Cup,1 of,3,1st of,12,14,+837,717 -,736,1927,*
Victor Chua,29 May 2011,Bishan Heights RC mini tournament,1 of,3,5th of,10,4,+142,737 -,745,1905,*
Victor Chua,24 Jul 2011,Singapore National Scrabble Championship 2011,1 of,3,10th of,14,6,+224,746 -,761,1849,
Victor Chua,24 Jan 2010,11th SA Millennium Cup,2 of,2,1st of,18,12,+1177,612 -,625,1841,
Victor Chua,7 Mar 2010,8th Lim Boon Heng Cup,1 of,3,6th of,14,8,+194,626 -,641,1842,
Victor Chua,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010 (segment 1),2 of,3,2nd of,4,2,-93,,,,
Victor Chua,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010 (segment 2),1 of,3,2nd of,4,2,-72,,,,
Victor Chua,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010 (segment 3),1 of,3,4th of,4,0,-299,,,,
Victor Chua,24 Apr 2010,1st Progressive Round Robin Scrabble Tournament 2010,1 of,1,12th of,14,4,-464,642 -,650,1844,
Victor Chua,30 May 2010,Bishan Heights RC mini tournament,1 of,3,5th of,8,4,-140,651 -,658,1841,
Victor Chua,18 Jul 2010,Singapore National Scrabble Championship 2010,1 of,3,11th of,16,7,-105,659 -,674,1814,
Victor Chua,15 Aug 2010,Jurong Green CC mini tournament,1 of,3,5th of,10,4,-120,675 -,683,1815,
Victor Chua,14 Nov 2010,13th Singapore Open Scrabble Championship,1 of,4,6th of,16,9,+52,684 -,699,1821,
Victor Chua,21 Nov 2010,Yew Tee Scrabble Open Championship 2010,1 of,2,10th of,26,9,+451,700 -,716,1832,
Victor Chua,15 Feb 2009,Jurong Green CC mini tournament,1 of,2,1st of,8,6,+713,497 -,504,1897,
Victor Chua,1 Mar 2009,10th SA Millennium Cup,1 of,2,7th of,10,8,-293,505 -,522,1850,
Victor Chua,22 Mar 2009,7th Lim Boon Heng Cup,1 of,3,8th of,16,7,+164,523 -,538,1822,
Victor Chua,17 May 2009,Jurong Green CC mini tournament,1 of,2,4th of,10,5,-240,539 -,547,1831,
Victor Chua,31 May 2009,12th Singapore Open Scrabble Championship,1 of,3,5th of,18,10,-2,548 -,563,1861,
Victor Chua,19 Jul 2009,Singapore National Scrabble Championship 2009,1 of,3,4th of,18,10,+381,564 -,579,1872,
Victor Chua,5 Sep 2009,Grandeur 8 mini tournament,1 of,2,5th of,20,5,+226,580 -,587,1868,
Victor Chua,22 Nov 2009,Yew Tee Scrabble Open Championship 2009,1 of,3,12th of,20,7,+156,588 -,603,1837,
Victor Chua,13 Dec 2009,Jurong Green CC mini tournament,1 of,2,5th of,8,3,+72,604 -,611,1813,
Victor Chua,6 Jan 2008,People's Association - Shin Min Active Mind Festival 2008 Fun Scrabble Competition (preliminaries),1 of,3,Joint 7th of,30,4,+216,,,,
Victor Chua,27 Jan 2008,9th SA Millennium Cup,1 of,2,8th of,16,9,-58,341 -,356,1817,*
Victor Chua,24 Feb 2008,Jurong Green CC mini tournament,1 of,2,4th of,8,5,+46,357 -,364,1840,*
Victor Chua,16 Mar 2008,6th Lim Boon Heng Cup,1 of,3,7th of,12,8,-243,365 -,380,1847,NM
Victor Chua,13 Apr 2008,Jurong Green CC mini tournament,1 of,2,3rd of,6,5,+4,381 -,388,1869,
Victor Chua,25 May 2008,11th Singapore Open Scrabble Championship,1 of,3,5th of,12,9,+25,389 -,403,1868,
Victor Chua,1 Jun 2008,Jurong Green CC mini tournament,1 of,3,6th of,6,2,-519,404 -,411,1838,
Victor Chua,20 Jul 2008,Singapore National Scrabble Championship 2008,1 of,3,16th of,24,7,-126,412 -,427,1811,
Victor Chua,17 Aug 2008,Jurong Green CC mini tournament,1 of,2,5th of,8,5,+128,428 -,435,1820,
Victor Chua,28 Sep 2008,Grandeur 8 mini tournament,1 of,1,9th of,18,5,+181,436 -,445,1830,
Victor Chua,5 Oct 2008,Jurong Green CC mini tournament,1 of,2,1st of,8,6,+729,446 -,453,1866,
Victor Chua,19 Oct 2008,Thomson Sin Ming Court RC 2nd Scrabble mini tournament,1 of,2,3rd of,10,7,+455,454 -,462,1890,
Victor Chua,16 Nov 2008,Yew Tee Scrabble Open Championship 2008,1 of,3,9th of,10,6,-504,463 -,478,1836,
Victor Chua,30 Nov 2008,Signature Park Open Tournament,1 of,1,3rd of,12,6,+184,479 -,487,1868,
Victor Chua,14 Dec 2008,Jurong Green CC mini tournament,1 of,2,8th of,10,4,-232,488 -,496,1860,
Victor Chua,28 Jan 2007,8th SA Millennium Cup,1 of,2,17th of,22,6,+57,215 -,228,1627,
Victor Chua,4 Mar 2007,7th NTU Open Scrabble Championship,1 of,2,3rd of,14,5,+233,229 -,236,1674,
Victor Chua,18 Mar 2007,5th Lim Boon Heng Cup,1 of,3,13th of,18,7,-310,237 -,252,1702,*
Victor Chua,8 Apr 2007,Jurong Green CC mini tournament,2 of,3,6th of,8,4,-56,253 -,260,1685,
Victor Chua,27 May 2007,10th Singapore Open Scrabble Championship,1 of,3,14th of,18,7,-426,261 -,276,1706,SM
Victor Chua,1 Jul 2007,Jurong Green CC mini tournament,2 of,2,2nd of,8,6,+589,277 -,284,1732,
Victor Chua,22 Jul 2007,Singapore National Scrabble Championship 2007,1 of,3,7th of,24,10,-250,285 -,300,1787,
Victor Chua,5 Aug 2007,Jurong Green CC mini tournament,2 of,2,3rd of,8,5,+377,301 -,308,1773,
Victor Chua,16 Sep 2007,Grandeur 8 mini tournament,2 of,2,4th of,8,4,-64,309 -,316,1761,
Victor Chua,7 Oct 2007,The Serangoon mini tournament,2 of,2,2nd of,6,6,+16,317 -,324,1782,
Victor Chua,25 Nov 2007,Yew Tee Scrabble Open Championship 2007,1 of,4,15th of,16,3,-416,325 -,332,1778,
Victor Chua,2 Dec 2007,6th Causeway Scrabble Challenge,2 of,2,10th of,78,13,+1352,,,,
Victor Chua,16 Dec 2007,Jurong Green CC mini tournament,2 of,3,4th of,6,4,-145,333 -,340,1775,
Victor Chua,15 Jan 2006,7th SA Millennium Cup,2 of,2,2nd of,12,12,+459,81 -,94,1609,*
Victor Chua,26 Feb 2006,Jurong Green CC mini tournament,2 of,3,2nd of,8,6,+188,95 -,102,1634,*
Victor Chua,12 Mar 2006,6th NTU Open Scrabble Championship,1 of,2,12th of,14,3,-234,103 -,109,1608,M
Victor Chua,19 Mar 2006,4th Lim Boon Heng Cup,1 of,3,16th of,22,7,-203,110 -,125,1657,
Victor Chua,28 May 2006,9th Singapore Open Scrabble Championship,1 of,3,10th of,22,8�,-99,126 -,141,1709,*
Victor Chua,16 Jul 2006,Jurong Green CC mini tournament,2 of,3,4th of,8,4,+162,142 -,149,1697,
Victor Chua,23 Jul 2006,Singapore National Scrabble Championship 2006,1 of,3,24th of,26,6,-859,150 -,165,1647,
Victor Chua,27 Aug 2006,Grandeur 8 mini tournament,2 of,2,4th of,12,6,+186,166 -,176,1653,
Victor Chua,10 Sep 2006,Thomson Sin Ming Court RC 1st Scrabble mini tournament,1 of,1,4th of,14,4,-53,177 -,182,1677,
Victor Chua,15 Oct 2006,Jurong Green CC mini tournament,2 of,3,6th of,10,3,-138,183 -,191,1647,
Victor Chua,19 Nov 2006,The Serangoon mini tournament,2 of,4,2nd of,8,5,+485,192 -,198,1655,
Victor Chua,3 Dec 2006,Jurong Green CC mini tournament,2 of,3,2nd of,8,5,+161,199 -,206,1675,
Victor Chua,10 Dec 2006,5th Causeway Scrabble Challenge,2 of,2,6th of,66,13,+398,,,,
Victor Chua,17 Dec 2006,Yew Tee Scrabble Open Championship 2006,1 of,3,13th of,16,3,-284,207 -,214,1678,
Victor Chua,30 Jan 2005,6th SA Millennium Cup,2 of,2,17th of,18,6,-524,1 -,16,1415,
Victor Chua,27 Feb 2005,Jurong Green CC unrated mini tournament,2 of,3,8th of,8,1,-1006,,,,
Victor Chua,6 Mar 2005,5th NTU Open Scrabble Championship,2 of,2,18th of,26,4,-207,17 -,24,1427,
Victor Chua,12 Mar 2005,SAFRA Open,1 of,2,15th of,28,2,+45,,,,
Victor Chua,2 Apr 2005,Teck Ghee Zone B Residents' Committee mini tournament,2 of,2,6th of,10,3,-2,25 -,32,1417,
Victor Chua,30 Apr 2005,SAFRA mini tournament,2 of,2,3rd of,10,5,+132,33 -,40,1455,
Victor Chua,15 May 2005,Teck Ghee Zone B Residents' Committee mini tournament,1 of,1,12th of,16,3�,-121,41 -,48,1475,
Victor Chua,5 Jun 2005,Teck Ghee Zone B Residents' Committee mini tournament,2 of,2,8th of,12,4,-112,49 -,56,1478,
Victor Chua,3 Jul 2005,Jurong Green CC unrated mini tournament,2 of,3,6th of,8,4,-326,,,,
Victor Chua,24 Jul 2005,Singapore National Scrabble Championship 2005,2 of,3,6th of,18,7,+79,57 -,68,1513,
Victor Chua,4 Sep 2005,Jurong Green CC unrated mini tournament,2 of,3,5th of,8,4,+4,,,,
Victor Chua,30 Oct 2005,8th Singapore Open Scrabble Championship,2 of,3,5th of,24,8,+134,69 -,80,1548,
Victor Chua,4 Dec 2005,Jurong Green CC unrated mini tournament,2 of,3,5th of,10,5,+138,,,,
Yong Jian Rong,25 Jan 2014,WYSC Scrabble Benefit Tournament,1 of,2,4th of,8,4,+432,434 -,441,1901,
Yong Jian Rong,15 Mar 2014,WYSC Scrabble Benefit Tournament,1 of,1,5th of,10,5,+519,442 -,450,1885,
Yong Jian Rong,30 Mar 2014,Jurong Green CC Scrabble Open Championship 2014,1 of,3,10th of,14,7,-479,451 -,463,1835,
Yong Jian Rong,18 May 2014,Jurong Green CC mini tournament,1 of,1,5th of,12,5,+472,464 -,472,1845,
Yong Jian Rong,13 Jan 2013,14th SA Millennium Cup,1 of,2,6th of,10,9�,-237,291 -,308,1892,*
Yong Jian Rong,2 Feb 2013,Survivors Only Scrabblathon (SOS),1 of,1,8th of,20,7,+191,309 -,320,1893,NM
Yong Jian Rong,17 Mar 2013,NTU WGS Scrabble Mini 2013,1 of,2,4th of,10,5,-34,321 -,329,1907,*
Yong Jian Rong,7 Apr 2013,Jurong Green CC Scrabble Open Championship 2013,1 of,2,7th of,18,9,+300,330 -,345,1913,*
Yong Jian Rong,12 May 2013,Jurong Green CC mini tournament,1 of,2,5th of,8,4,+67,346 -,353,1879,
Yong Jian Rong,23 Jun 2013,EM23JUNE,1 of,2,7th of,10,4,-423,354 -,363,1861,
Yong Jian Rong,28 Jul 2013,Singapore National Scrabble Championship 2013,1 of,3,12th of,18,8,+14,364 -,377,1880,
Yong Jian Rong,18 Aug 2013,Jurong Green CC mini tournament,1 of,2,5th of,10,5,-133,378 -,386,1881,
Yong Jian Rong,8 Sep 2013,Grandeur 8 mini tournament,1 of,2,6th of,12,5,-118,387 -,397,1882,
Yong Jian Rong,6 Oct 2013,Oktobertilefez Scrabblemini,1 of,1,5th of,12,7,+226,398 -,407,1883,
Yong Jian Rong,1 Dec 2013,mini,1 of,1,1st of,10,8,+686,408 -,417,1913,GM
Yong Jian Rong,8 Dec 2013,Jurong Green CC mini tournament,1 of,1,2nd of,8,6,+1116,418 -,425,1913,
Yong Jian Rong,14 Dec 2013,WYSC Scrabble Benefit Tournament,1 of,2,1st of,10,7,+440,426 -,433,1928,
Yong Jian Rong,15 Jan 2012,13th SA Millennium Cup,2 of,2,1st of,8,16,+2400,195 -,208,1735,*
Yong Jian Rong,13 May 2012,Jurong Green CC mini tournament,1 of,3,5th of,10,5,+173,209 -,215,1745,*
Yong Jian Rong,27 May 2012,Bishan Heights RC mini tournament,1 of,3,9th of,10,3,-326,216 -,224,1740,SM
Yong Jian Rong,16 Jun 2012,Jurong Green CC Mind Sports Day,1 of,3,9th of,16,3,+3,225 -,230,1732,
Yong Jian Rong,22 Jul 2012,Singapore National Scrabble Championship 2012,1 of,3,12th of,18,8,-136,231 -,246,1764,
Yong Jian Rong,12 Aug 2012,Jurong Green CC mini tournament,2 of,3,4th of,10,5,+127,247 -,255,1742,
Yong Jian Rong,6 Oct 2012,Oktobertilefest Scrabblemini,1 of,2,7th of,10,5,-432,256 -,265,1774,
Yong Jian Rong,18 Nov 2012,15th Singapore Open Scrabble Championship,1 of,2,17th of,28,8,-10,266 -,281,1776,
Yong Jian Rong,9 Dec 2012,Jurong Green CC mini tournament,1 of,3,3rd of,8,6,-118,282 -,290,1844,*
Yong Jian Rong,23 Jan 2011,12th SA Millennium Cup,3 of,3,2nd of,8,11,+1030,91 -,103,1521,
Yong Jian Rong,16 Apr 2011,Survivors Only Scrabblathon (SOS),1 of,1,15th of,22,5,+210,104 -,113,1512,
Yong Jian Rong,15 May 2011,Jurong Green CC mini tournament,2 of,3,3rd of,6,4,+227,114 -,121,1544,
Yong Jian Rong,29 May 2011,Bishan Heights RC mini tournament,2 of,3,1st of,10,7,+749,122 -,130,1593,
Yong Jian Rong,24 Jul 2011,Singapore National Scrabble Championship 2011,2 of,3,1st of,24,9,+657,131 -,142,1634,*
Yong Jian Rong,14 Aug 2011,Jurong Green CC mini tournament,2 of,3,6th of,8,3,-142,143 -,151,1589,
Yong Jian Rong,11 Sep 2011,Grandeur 8 mini tournament,2 of,2,4th of,10,6,-82,152 -,161,1628,*
Yong Jian Rong,25 Sep 2011,Bishan Heights RC mini tournament,2 of,3,5th of,8,4,-87,162 -,169,1605,M
Yong Jian Rong,27 Nov 2011,14th Singapore Open Scrabble Championship,2 of,4,6th of,24,9,+1125,170 -,185,1600,
Yong Jian Rong,11 Dec 2011,Jurong Green CC mini tournament,2 of,3,2nd of,10,6,+579,186 -,194,1617,
Yong Jian Rong,24 Jan 2010,11th SA Millennium Cup,2 of,2,17th of,18,5,-455,8 -,21,1464,
Yong Jian Rong,16 May 2010,Jurong Green CC mini tournament,2 of,3,8th of,8,3,-550,22 -,29,1466,
Yong Jian Rong,18 Jul 2010,Singapore National Scrabble Championship 2010,2 of,3,19th of,22,4,-44,30 -,41,1409,
Yong Jian Rong,15 Aug 2010,Jurong Green CC mini tournament,3 of,3,1st of,8,5,+589,42 -,48,1480,
Yong Jian Rong,19 Sep 2010,Bishan Heights RC mini tournament,2 of,3,7th of,8,3,-358,49 -,56,1498,
Yong Jian Rong,23 Oct 2010,Grandeur 8 mini tournament,2 of,2,9th of,10,3,-325,57 -,66,1498,
Yong Jian Rong,21 Nov 2010,Yew Tee Scrabble Open Championship 2010,1 of,2,23rd of,26,6�,-398,67 -,82,1510,
Yong Jian Rong,12 Dec 2010,Jurong Green CC mini tournament,2 of,3,5th of,6,3,-240,83 -,90,1505,
Yong Jian Rong,13 Dec 2009,Jurong Green CC mini tournament,2 of,2,6th of,7,2,-679,1 -,7,1457,
